water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,661.5575198118574,554.7054247080871,622.4274813723994,551.012446604948,583.0664334573348,520.7097356254668,561.6531493848644,551.4698606456036,536.1704082652136,613.0071991086162,451.31658404634885,641.5213522778894,61.96517622838997,599.5923435834674,492.74024847969713,560.4623051440094,489.04727037655806,521.1012572289449,458.74455939707684
2005,568.6301389385878,439.22006770288493,427.76257386369934,446.23196304228725,478.2917943441181,455.06474699377793,594.6572793513986,626.9465191517019,582.4943378389725,592.7600939988024,518.9990758419946,621.6880182808843,36.61886142493712,532.0112775136507,402.6012062779478,391.14371243876224,409.61310161735014,441.672932919181,418.4458855688408
2006,736.2146766201561,585.0506423284361,658.1324528711647,581.8598990257884,613.5163926321901,603.5929765648312,579.2853946311081,567.5255456704448,570.8522776957261,581.5107751169292,485.35348023998046,666.4198180647401,135.44846806064473,600.7662085595114,449.60217426779144,522.68398481052,446.41143096514367,478.06792457154535,468.14450850418655
2007,625.7793532039661,489.6944989939827,491.87738424995985,495.72719644218245,512.6721405173267,494.4145141141338,576.002609509589,554.9555457133421,581.7238982987062,610.4998661172485,461.4170271493546,645.2457797205091,95.82288031355448,529.9564728904118,393.8716186804282,396.05450393640535,399.90431612862795,416.84926020377225,398.5916338005793
2008,638.8901820627136,527.4693700398835,603.3269649889745,517.8546327154856,583.9119084775621,499.9275758591927,567.2183327863978,542.0327051364144,584.3785311462739,620.1252424654621,449.6634714441071,665.6869979706854,136.65104945986155,502.2391326028521,390.8183205800219,466.6759155291129,381.20358325562415,447.2608590177005,363.27652639933115
2009,646.649267727057,551.9299400705623,567.4263058330605,569.130537751691,587.6687316929153,535.5040344054581,538.8267591711088,553.6970241617375,550.4678391234694,577.420759137398,443.417372730277,610.18455820613,151.77273505247732,494.8765326745798,400.157205018085,415.65357078058327,417.3578026992137,435.895996640438,383.7312993529808
2010,660.411821481704,554.8088942030878,496.60520773009006,523.8477945759361,509.16910538060534,528.940458270633,586.7274391636353,611.5887470031803,551.1886669880538,647.6276219699047,490.0281689655999,592.7158450163535,53.74107073564251,606.6707507460616,501.06782346744535,442.8641369944475,470.1067238402936,455.42803464496285,475.1993875349905
2011,771.0947949229301,689.2476848138169,718.0912676258264,648.2346337873566,669.4425431884974,625.6656716559313,523.9499781263431,525.3884123702816,498.68096882108244,589.4655255855027,391.42777806612946,631.1281354455457,211.85051408043577,559.2442808424943,477.39717073338113,506.2407535453906,436.3841197069208,457.59202910806164,413.8151575754955
2012,702.6426143797921,653.187079697857,595.0161016793121,646.360723522803,666.8664110181735,585.1825529268149,558.3904916855975,572.6776720176476,538.0905543677644,584.9453125750404,434.76686125487475,633.9961005919721,136.36813085667458,566.2744835231176,516.8189488411824,458.6479708226375,509.9925926661284,530.4982801614989,448.81442207014027
2013,746.9660235857762,639.772633862926,570.1068668315227,620.4030128009177,666.4121093090735,632.6763772523037,586.5706672685299,585.8445131326189,564.0884066008667,602.4395978906373,526.336236531728,637.6245754556787,85.44270043578678,661.5233231499893,554.3299334271393,484.66416639573595,534.960312365131,580.9694088732866,547.233676816517
2014,592.6173340660024,502.6314005089897,490.25601134981423,502.90254063184796,534.0887385079334,485.65018027745214,606.0657686101536,648.6317415142105,567.7025109441906,631.0684221078873,504.8466797882155,618.2081981400626,93.08101163843502,499.53632242756737,409.5503888705547,397.1749997113792,409.821528993413,441.0077268694984,392.5691686390171
2015,508.58374587513924,490.0849673375722,463.15058531023806,491.3155272910248,532.1870407217227,524.7900396945785,567.5664222581551,583.0438176717621,594.0243981786563,551.4677740675176,523.5626364715082,535.2570037847778,67.0771361624641,441.50660971267513,423.0078311751081,396.07344914777394,424.2383911285607,465.1099045592586,457.7129035321143
2018,732.3837983400972,605.3859532746914,604.7021428256097,614.3789311858861,625.9432820759592,620.6845624211164,585.7256359803703,613.4012366786308,522.2894905893585,615.9818494357228,507.8447041678155,615.1010500746722,187.75482500216043,544.6289733379367,417.6311282725309,416.9473178234493,426.6241061837257,438.1884570737988,432.929737418956
2019,701.7530686042473,593.5606502919358,579.716846085771,575.9542760206592,625.2197360255097,598.7142784551816,577.8386684791981,593.5077578205581,567.047208065715,597.6298120299873,507.7204666544727,576.2640142485849,128.03362708737976,573.7194415168676,465.52702320455603,451.6832189983912,447.9206489332795,497.18610893813,470.68065136780183
2021,556.0673513954371,439.5421467732891,398.6119611681218,413.6178633741702,459.22662311170063,412.95995076127286,522.0307548209711,525.7809762820759,557.2352523555872,510.1807052111277,488.36062451796283,459.7462650675932,61.04544522633235,495.0219061691047,378.4967015469568,337.5665159417895,352.5724181478379,398.18117788536836,351.91450553494053
