water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,606.7797901242753,570.9448358634077,620.9422857490259,526.6021975362871,578.994025656663,457.5082738516375,458.1682619757221,419.90735049030155,376.21910673466175,592.0622006431414,416.2657248484446,474.66727735058396,82.21592910072506,524.5638610235503,488.72890676268264,538.7263566483009,444.38626843556204,496.77809655593785,375.29234475091243
2005,451.34483130038234,354.39639080851117,414.88777401918685,328.9419501751359,358.43502977535184,352.2626797015078,444.06482231090814,394.0325287276681,407.1791684215471,553.3888392118743,395.6712806735671,461.12708287598457,35.618385279522016,415.72644602086035,318.7780055289892,379.2693887396648,293.32356489561386,322.8166444958298,316.6442944219858
2006,606.5876589517277,550.4148298341878,559.1156250118138,505.98824272460615,558.3217418357348,518.3512915045003,432.34890110414244,389.88991136774774,343.22425298846304,564.1208865127207,426.3012914354276,433.1499921335199,70.38122761991723,536.2064313318104,480.03360221427056,488.7343973918966,435.6070151046889,487.9405142158176,447.9700638845831
2007,535.9854542521582,420.3920101937734,427.32800533529047,400.4356811514651,436.37387478724,418.50109058229117,462.42626597198546,384.08250954519275,400.76086909233186,595.6707150202764,425.49474269724004,495.53108092802,55.37481776455047,480.6106364876077,365.0171924292229,371.95318757074,345.0608633869146,380.99905702268956,363.1262728177407
2008,573.0615729150952,474.63106514148654,512.3686044938198,453.6970597109866,482.84661061519034,461.56631429371754,408.2405227960343,304.6789448417519,361.34435511101725,550.3256194181361,400.9393206710745,434.89801474839055,74.44688172308219,498.61469119201297,400.18418341840436,437.9217227707376,379.2501779879044,408.3997288921081,387.11943257063535
2009,562.4110825664338,486.1949872644325,513.2258393430662,437.7845946088071,481.04406639976787,433.4337621684849,413.1596505960568,355.4122993842787,354.8307370003295,513.5833872246861,407.5389253166951,434.7670982535958,93.06827017204554,469.3428123943882,393.1267170923869,420.15756917102067,344.7163244367615,387.97579622772236,340.36549199643935
2010,603.2096421001788,511.76949491638646,494.5571335985591,487.60565554192027,494.37636102720217,484.3513622754608,468.742207454414,435.4738962551844,413.6578185696138,636.5384234396416,408.7304992068392,437.6660688857458,52.30143519203762,550.9082069081412,459.46805972434885,442.2556984065215,435.3042203498826,442.07492583516455,432.04992708342314
2011,698.6367437853198,612.9412605217851,585.3236585110542,583.4017469579,598.870225637656,559.4681524566917,469.6198357291241,461.49062356965493,376.1042573870819,603.2280038553677,430.2043175225302,464.7925395548057,161.35316476401124,537.2835790213086,451.5880957577739,423.9704937470429,422.0485821938887,437.5170608736447,398.1149876926804
2012,611.4653926017165,477.9159932261665,475.6498792271975,455.4380248733443,468.6522057113302,443.13382620674685,465.2057153941685,427.8014728385111,396.1921389456659,580.2230753783293,398.2008634167405,519.1518059125495,72.69863475052922,538.7667578511873,405.21735847563724,402.9512444766683,382.73939012281505,395.953570960801,370.43519145621764
2013,596.3459004189094,506.3157102978534,496.08029760927906,492.2642757675834,506.09599143211426,490.1501080371264,432.60139567251997,398.70629043719265,363.7514888891695,567.1838466889551,442.2206064610641,392.4952359338228,61.156442245682726,535.1894581732266,445.15926805217066,434.9238553635963,431.1078335219007,444.9395491864315,428.99366579144373
2014,519.0665423305085,443.0670022772957,479.82337234184166,415.08846618595237,433.4116411183076,435.6372254599994,487.69346279220014,481.0990224783666,405.10934355953634,607.4911245553529,459.3345439293041,471.6215950542601,80.30308271592227,438.7634596145862,362.7639195613734,399.5202896259194,334.7853834700301,353.1085584023853,355.33414274407716
2015,472.9228319102392,398.0973836589313,386.2679915742233,389.3634742987816,397.27170524451606,426.43867816415207,455.1418738825212,423.9553501153688,352.26631183522306,543.7423754659753,476.76140896117425,447.26054805792467,53.11347391931964,419.8093579909196,344.9839097396116,333.15451765490366,336.250000379462,344.1582313251964,373.32520424483243
2016,580.3845544009657,459.0416460533841,452.9744085703525,441.96953175617307,456.7101864948044,460.9595797115227,476.6099865569021,464.4299344092982,382.65750944619555,570.2419373589065,481.257098841546,446.47726792230037,55.45631336084504,524.9282410401207,403.58533269253905,397.51809520950746,386.513218395328,401.2538731339594,405.5032663506777
2017,737.0756856254001,562.5290763225919,567.3331207935108,541.3610608375029,568.0416440773257,565.3597881763994,493.7121076591521,511.16851780989856,365.61066317660465,591.2520689963246,485.38211992133466,475.78319394148355,104.73167755876018,632.3440080666398,457.79739876383167,462.60144323475055,436.6293832787427,463.3099665185655,460.6281106176392
2018,592.338707336812,457.6091904501087,471.5278607207147,424.0177348277438,457.19858614909595,455.70074722989995,490.95123748516784,485.4534386539741,355.52226531609335,631.0421840060459,476.75238287212227,464.3068675207737,85.5441957892303,506.7945115475817,372.0649946608784,385.98366493148444,338.47353903851354,371.6543903598656,370.15655144066966
2019,701.7665049525363,598.5215252209587,538.712868578322,536.0383745264471,594.6915094422799,508.2335334109833,481.8465012257824,438.28333345139544,383.722818316113,611.21884487097,466.60678970001345,452.2099472437787,123.42102263850245,578.3454823140338,475.1005025824562,415.29184593981955,412.6173518879447,471.27048680377743,384.81251077248083
2021,488.08366316701535,392.0552295359032,386.39765026131437,358.44401606424583,394.4405721622847,365.14423017479993,434.67442688992224,377.0446224118819,356.4973572984709,551.249961567036,428.5850418335996,421.9927718457727,68.58338764108312,419.50027552593224,323.47184189482005,317.81426262023126,289.86062842316267,325.85718452120153,296.5608425337168
2022,739.6452817833662,586.6311744234862,588.9050286496914,558.6656647486458,586.9233108801272,519.743463891322,536.2629121561124,545.0150504990113,385.51641023505886,643.2196670580141,516.6685463609787,490.60950281787547,94.68681235894017,644.958469424426,491.944362064546,494.2182162907513,463.9788523897056,492.23649852118706,425.05665153238175
2023,528.1078064379855,447.84569576172055,446.7738047836368,405.6009555844388,446.29001864311886,427.81840129413155,474.1399096127043,481.26271408429295,372.8986718219067,541.0484706149855,475.32854440337,431.61821891724145,70.10902709222938,457.998779345756,377.73666866949117,376.66477769140744,335.4919284922094,376.1809915508895,357.70937420190216
