water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,1413.3876853151594,1541.7657993447547,1490.1725224065117,1462.577313346569,1505.4695878392704,1292.0406635205472,844.6391875262428,890.2327416137574,682.7734643579975,919.8903018816695,842.5860911095768,835.7144005442673,874.3839677282145,539.0037175869447,667.38183161654,615.7885546782971,588.1933456183544,631.0856201110557,417.65669579233275
2005,1187.6770378306746,1186.2430561957565,1249.5048662500578,1181.3209485011,1161.775925651431,1044.1184033445938,833.5102062997914,900.5593685898841,679.1717038377825,921.3026297408735,820.4454885318851,794.303540534369,641.2784385248392,546.3985993058355,544.9646176709173,608.2264277252187,540.0425099762607,520.4974871265919,402.8399648197545
2006,1637.6559612407755,1747.5488820924745,2004.8413258250198,1730.6379426761034,1734.6190339759712,1557.8327426134185,859.6665627283386,919.1385393717459,674.6076933763057,935.4561081873059,864.7883045006243,855.7783534461992,1131.5032675514135,506.1526936893619,616.0456145410611,873.3380582736064,599.13467512469,603.1157664245577,426.32947506200503
2007,1430.1362032863985,1472.5271253238293,1572.7852998298388,1429.6625109044107,1474.188197669474,1258.6908544665268,873.1480032525615,936.6905088528869,684.285012972155,958.8894931708273,853.2617189530025,835.5568052110383,895.3856179516273,534.7505853347714,577.1415073722021,677.3996818782116,534.2768929527834,578.8025797178467,363.3052365148996
2008,1522.5560555604573,1515.239586213583,1713.6117083702702,1478.2947435368535,1516.201241409777,1271.199092205628,797.6437158151678,824.9696333588505,633.3751162908015,880.9645014535841,821.9497847464455,823.1678063317902,1038.995900489941,483.5601550705161,476.2436857236417,674.6158078803292,439.2988430469124,477.2053409198357,232.20319171568687
2009,1337.6674518275845,1400.7078530764877,1299.9303778333165,1299.543530756884,1320.6225866177408,1145.3057982948426,827.1623773244618,866.7070595322177,647.2005015953669,896.70447668165,837.8596844537606,822.1241498199875,835.8651288584288,501.80232296915574,564.8427242180588,464.0652489748877,463.67840189845515,484.75745775931205,309.44066943641377
2010,1359.5179678068985,1437.2965524944918,1464.1403494740912,1400.3343238620737,1342.5638123430783,1285.5914524082884,803.9973797218732,851.1010032573347,604.9185697797059,914.90470960268,751.9384736495016,842.9683274750089,739.8726126781689,619.6453551287295,697.4239398163229,724.2677367959222,660.4617111839048,602.6911996649094,545.7188397301195
2011,1607.5279732907045,1777.0072944722288,1655.5633233654414,1735.6627224123777,1700.375394822798,1505.5332567663975,777.3924601373059,747.4922587470999,637.2582604081923,887.9089300336198,784.0651608486787,801.077662274851,1170.553576192125,436.97439709857946,606.4537182801035,485.00974717331644,565.1091462202526,529.821818630673,334.9796805742725
2012,1551.1998948679673,1609.2166633098345,1478.803143067807,1525.4690113298443,1556.3064596963209,1223.2024506319437,773.9813181583438,702.0190275999721,627.3871724702872,863.3881488113627,832.7503616281942,790.5678861223984,1027.764906042241,523.4349888257262,581.4517572675936,451.038237025566,497.7041052876033,528.54155365408,195.43754458970284
2013,1475.192867640767,1593.9228613123023,1454.1420170516567,1497.7491880779871,1565.11287640393,1305.473467630557,844.2733505909872,761.5742388442507,746.6793917587395,913.9920561596919,888.0247014123763,855.5194516096233,831.3658556618723,643.8270119788947,762.55700565043,622.7761613897843,666.3833324161149,733.7470207420577,474.1076119686848
2014,1228.1624886290356,1385.4921602061581,1155.3247476378267,1251.675307606444,1308.884363429746,1063.2973772802923,875.4486298001164,840.9518676119089,744.9744372124596,935.2392899932388,939.9730995426039,843.0414404631681,807.2943315352468,420.8681570937888,578.1978286709112,348.0304161025799,444.38097607119727,501.590031894499,256.0030457450455
2015,1218.465873272975,1367.6269696142658,1153.655582450984,1269.6271342832524,1295.9770743539973,1164.652778543419,911.1392501697303,857.5481262938341,796.7055383178022,978.2704481021517,947.6869378104799,850.4818562182971,751.0121640734329,467.4537091995419,616.6148055408329,402.643418377551,518.6149702098195,544.9649102805641,413.64061446998596
2016,1476.7166766899222,1594.0163135871053,1401.6984670484107,1593.758540758861,1559.5507343718496,1423.3915348916898,915.289383570547,800.5726668536335,790.6503515094412,975.711494164303,934.2637212640745,927.9839481781016,1000.8634600823291,475.8532166075932,593.1528535047762,400.8350069660816,592.895080676532,558.6872742895204,422.52807480936076
2017,1794.391347558956,1931.6362166654367,1738.9690770356865,1951.4789753023153,1894.5496755529764,1567.0505719412147,855.938117802235,830.345082327252,750.1386707679168,893.9805272223374,858.5690297121707,863.7156478420475,1237.7958466530688,556.5955009058873,693.840370012368,501.1732303826178,713.6831286492468,656.7538288999076,329.2547252881459
2018,1125.5144966229523,1162.5309063514605,1111.3288409928382,1104.4032370522207,1136.58980807641,915.5121165536848,906.9678664660432,845.2899219899606,759.4208983839839,1012.6253754677301,902.0290933688425,893.8826946203492,678.955038753766,446.5594578691863,483.5758675976946,432.37380223907235,425.44819829845477,457.634769322644,236.55707779991883
2019,1442.4046727426055,1548.1265784730138,1338.8426332384752,1481.2272436227997,1536.7087958007073,1309.0096196345805,861.5587762211655,763.730761678974,751.6068803548201,934.6902318173227,863.0781952416852,863.5982004095827,818.7240255480149,623.6806471945906,729.4025529249989,520.1186076904602,662.5032180747847,717.9847702526923,490.2855940865656
2020,1143.606868747627,1162.8053450803868,958.91931342741,1091.7315912865702,1169.8073179996663,932.0891885446688,883.288855416165,861.3742293669385,745.5443360143967,940.1268924995996,911.0447745157735,847.5622071385305,656.8237574389806,486.7831113086463,505.9815876414062,302.09555598842934,434.9078338475895,512.9835605606856,275.26543110568815
2021,1182.4134546534083,1126.885679936571,973.0068351255721,1119.924178623917,1121.9098177780581,935.7785465616178,862.1942827619434,803.6005493604288,744.2609350981668,917.924189389081,876.144725825581,877.7984783265317,633.0169368851965,549.3965177682117,493.86874305137457,339.9898982403756,486.9072417387206,488.8928808928616,302.76160967642124
2022,1404.0886729376148,1387.7481252397151,1143.2745234718507,1300.8389207695184,1374.713398882416,1011.6429928452058,771.9252385925594,725.3710807391877,618.826585099154,871.512640130791,785.1757261889682,747.7894487930369,811.9483016250223,592.1403713125925,575.7998236146927,331.32622184682833,488.8906191444961,562.7650972573937,199.69469122018347
2023,1223.6984713613333,1258.8023625973624,1066.6994185329254,1214.415963654471,1251.9462732027926,1062.7220336044772,796.7621334113176,710.4826900788396,681.5614585253812,853.4423952490215,815.9732183248759,809.8268342253281,700.0233805266997,523.6750908346335,558.7789820706626,366.6760380062255,514.3925831277711,551.9228926760927,362.69865307777746
