water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,1337.0392087439418,1292.8841372041982,1395.9981109745825,1047.5611734557492,1345.0937678305602,1089.8175475693224,610.004300629755,527.2830794964688,527.2022508222598,743.3432639364062,663.5937243442818,637.8888046051088,750.5708153631973,586.4683933807445,542.313321841001,645.4272956113853,296.99035809255184,594.5229524673628,339.24673220612516
2005,1044.6057196283791,981.543513913864,889.3821637731771,828.6285809754892,1028.163559157955,866.0014999115854,634.8839477799372,590.7357220455112,555.0240421591532,767.2385277910489,684.1435787767368,572.693215352675,582.1244015304839,462.48131809789516,399.4191123833802,307.2577622426933,246.5041794450053,446.039157627471,283.8770983811015
2006,1339.116065753112,1266.5292871099166,1103.8708909875975,1068.5981713429428,1320.6952634573297,1143.3369705642533,619.145972758525,559.2163492376119,527.6840430664216,740.4320613228554,677.9254448610553,616.9329001723136,827.8991995442251,511.216866208887,438.6300875656915,275.9716914433723,240.69897179871765,492.79606391310466,315.43777102002815
2007,1404.816453214822,1395.0288796990826,1140.1576291314364,1148.7593755140647,1482.873507655999,1257.9365780586754,614.4604285804572,547.8118987883979,542.5986218067047,743.6825103051692,678.5456013204948,613.0989441400021,938.7851844075858,466.03126880723624,456.2436952914968,201.37244472385044,209.97419110647894,544.0883232484132,319.1513936510897
2008,1259.0969437998415,1214.7280498839884,1069.6563772350223,967.7955528253001,1209.2176473565987,929.2445154616748,556.9576909995668,505.64560733920126,507.63016505304563,692.116232181858,665.1035578757768,523.2049134800234,741.0508832601429,518.0460605396985,473.67716662384555,328.60549397487944,226.7446695651572,468.16676409645595,188.19363220153198
2009,1269.076942702564,1269.7795157581165,835.9270475903866,1031.75479005593,1266.7409570663024,1024.3416315939978,619.5348402869269,560.0206554268575,573.5336603900929,725.8457735755283,719.7798505126437,598.3206658689273,755.2643004488841,513.8126422536801,514.5152153092324,80.66274714150242,276.4904896070459,511.47665661741826,269.0773311451137
2010,1337.5303942994235,1227.8650645122023,1087.1913925353451,1056.1267475633324,1265.659995037955,1133.959623954433,572.2356838005096,542.8888094127964,459.624260757152,734.7718867298087,633.3989350489671,591.2241797940741,763.1090544180379,574.4213398813857,464.75601009416437,324.08233811730736,293.0176931452946,502.5509406199171,370.85056953639526
2011,1507.8744927990433,1485.3658306293332,1087.8063528359903,1215.9179981802104,1517.3444092288182,1182.944704437019,568.7261829980429,568.0272126293579,492.02670210692173,725.9009061816366,641.6237600636413,579.1072378269474,1050.3814846171972,457.49300818184616,434.9843460121359,37.42486821879321,165.5365135630131,466.9629246116209,132.56321981982174
2013,1580.584854295702,1421.7161372888884,1074.3694401021326,1218.657862621319,1516.3614847758188,1150.1272596430763,610.7810317746817,607.7224314288852,564.2464050896946,753.3404688605995,727.3625644317707,556.3391730693826,811.7510795955757,768.8337747001262,609.9650576933127,262.6183605065569,406.9067830257435,704.6104051802431,338.3761800475006
2014,1304.8561053912458,1282.337279840641,875.2467797115618,1006.4785615695426,1272.9345256649747,839.0465378027114,647.6017979167995,681.0945658200369,578.9635511788503,765.8909214585757,736.2554203693297,581.0454963543327,826.8419033281342,478.0142020631115,455.4953765125068,48.40487638342759,179.63665824140838,446.0926223368405,12.204634474577311
2015,1180.3350642797504,1161.1840359162761,622.6847161526982,938.8453518259581,1225.9016836549256,972.4935650067158,700.894885604343,669.9022713201067,612.5637390527844,810.0364460541092,740.7848868798326,591.203367670063,707.8388413949051,472.4962228848453,453.3451945213711,-85.1541252422069,231.00651043105304,518.0628422600205,264.6547236118107
2018,1451.0995842498608,1384.2490163150155,947.6930700071332,1096.5046216997039,1441.20377755392,1026.7557527324348,689.3425750356539,660.0007061788367,580.601371226455,825.2042902578039,669.2885809765625,621.4138571320512,868.4774746298411,582.6221096200197,515.7715416851743,79.21559537729196,228.0271470698626,572.7263029240787,158.2782781025936
2021,1372.235558237649,1347.0156558692638,923.0889169104316,1048.5251585889948,1434.8469369625802,906.5838014425433,709.1380840080195,665.3595207507849,611.5888403813314,813.7395577706092,686.5671855034943,660.0865428020104,840.467301706716,531.768256530933,506.5483541625478,82.62161520371569,208.05785688227883,594.3796352558643,66.11649973582738
2023,1129.6226573240479,1056.8621783626454,763.3710008905398,842.3054634808356,1106.1998149846804,955.9702244559792,661.7168965889352,636.7440032953095,577.3263740952718,750.2861871557769,692.3207650844171,589.0680963727235,577.0889127595651,552.5337445644828,479.7732656030803,186.28208813097467,265.2165507212705,529.1109022251154,378.8813116964142
