water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,786.7640965366045,835.8193004902566,672.3747294220651,766.4724885534916,814.444135880742,524.694591819428,606.4138609486074,659.0430214869756,498.9963859490576,726.3303017037827,556.7867976259623,641.7632861372275,221.5625561758697,565.2015403607347,614.256744314387,450.8121732461954,544.9099323776219,592.8815797048723,303.1320356435583
2005,670.7989509083701,627.5317276603192,522.7411704472277,555.599348488156,612.1139312196823,397.7987223728036,612.1608284530384,616.3158332295737,484.2393907449673,740.6595325341445,579.0575446306374,647.0736830651188,194.09646779323847,476.7024831151316,433.4352598670808,328.6447026539892,361.5028806949175,418.0174634264438,203.70225457956514
2006,743.1052303228664,781.944306673988,662.3011593985684,723.7603746273,762.1121257260935,485.1507603532758,600.014397490709,619.097276392329,494.63065244431345,691.6145141515958,614.8539173663144,625.9781972808648,261.6989950035754,481.40623531929094,520.2453116704125,400.60216439499305,462.0613796237246,500.4131307225181,223.45176534970037
2007,712.1144309241402,755.7675041450577,551.9956187291225,677.8683830405819,731.9003828198905,450.7579313570534,622.7993833734616,625.6682135152246,511.9941503006109,711.7430987012734,607.8252740147369,684.2027045474495,233.32259291110034,478.79183801303986,522.4449112339574,318.6730258180222,444.5457901294816,498.5777899087902,217.43533844595308
2008,777.2471633185277,849.2032416214962,612.480031605598,738.6232882479565,782.3637138117497,427.35448286251767,576.4119261821302,568.2935735955737,507.98907017244926,677.5983046907188,583.3237679983791,622.5707080905348,319.45069825575445,457.7964650627732,529.7525433657418,293.0293333498435,419.172589992202,462.9130155559952,107.90378460676317
2009,789.8420498108678,814.5676094812115,632.4075170045885,762.6109578067346,814.1900911590685,483.34466582902485,594.0276187137911,611.9148090843421,502.0826490249796,672.8158826109907,600.0926572928672,644.0778561627087,324.3919762689919,465.4500735418759,490.1756332122195,308.0155407355966,438.2189815377427,489.79811489007653,158.9526895600329
2010,677.7689206412433,698.4045973800711,525.3098920439355,618.2523595516391,521.7796398053274,436.0349779325877,534.9473450199212,593.8790728566097,457.9523872438724,598.9828756717976,561.1599027615973,542.164981099817,199.55273083187055,478.21618980937274,498.8518665482005,325.757161212065,418.6996287197685,322.2269089734569,236.48224710071713
2011,830.4175834295015,894.568581094916,645.2693919187492,806.451846548445,837.1682849813255,481.4170916915734,517.910646914786,532.5893584457723,456.7898020768342,625.5732957462524,539.6795008183118,549.8785050671568,384.1130510110946,446.30453241840695,510.4555300838214,261.15634090765457,422.3387955373504,453.055233970231,97.30404068047878
2012,728.1692514662524,760.5794127162925,489.8097252447155,712.6374890107619,730.2087723882364,428.15789861428516,560.3397414482947,520.4777509170401,497.4705133791376,684.8125176986237,570.1113258135382,583.5329978356651,307.20211988539336,420.967131580859,453.3772928308991,182.6076053593221,405.43536912536854,423.006652502843,120.95577872889177
2013,735.0925258394988,741.2130673599518,539.7536660491335,686.3717594654951,719.7923808877857,462.9523649469618,555.2299718286594,496.567022773326,484.84196692050773,659.2237703725904,568.8420921921672,625.2244848624139,206.04392205696635,529.0486037825324,535.1691453029854,333.70974399216715,480.32783740852875,513.7484588308193,256.90844288999546
2014,760.9928515960218,832.8644865626953,625.7174613328881,778.3896125519221,774.5269111355252,444.5675470579282,584.0360257063292,650.1331767338238,509.60957978160394,656.6520977083312,582.5563996879973,602.9601265671682,368.9811514748047,392.011700121217,463.8833350878906,256.7363098580834,409.40846107711747,405.54575966072053,75.58639558312349
