water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,982.5506764373088,1047.764759681623,1157.4677385745395,890.9720990185408,1066.9685021884054,630.7788421776954,643.8628912999477,781.2471506143521,561.6895581993713,714.7869349740679,644.2094949989341,699.5239742040991,426.54045216386345,556.0102242734454,621.2243075177596,730.9272864106758,464.4316468546773,640.428050024542,204.238390013832
2005,889.9711637327132,1014.7324658957608,1091.8348349525809,871.0778552394535,1037.3968641909348,613.219058296759,709.069168589462,773.8494086911243,599.2157641279999,763.8706042750847,690.7372984867412,766.2779687987841,487.38946543089804,402.5816983018152,527.3430004648628,604.4453695216828,383.6883898085555,550.0073987600368,125.82959286586097
2006,1026.727792360629,1086.2866129135,1365.2160004977698,962.9175961285843,1106.6264555718285,755.7470986589586,681.7456244980269,740.3933785413299,635.9148700392343,711.9911661085273,730.7655079914575,727.4123324106704,566.7773494748118,459.95044288581744,519.5092634386882,798.4386510229581,396.1402466537726,539.8491060970168,188.9697491841469
2007,902.8404277433684,968.312754822589,1210.8496737247415,816.5802509476805,1009.761320497858,601.4040798660221,713.2291600846322,740.6471653865865,625.543604787891,721.9491987820251,753.2118420654806,787.3693601284772,450.33634389145186,452.50408385191656,517.9764109311371,760.5133298332896,366.2439070562286,559.4249766064062,151.0677359745702
2008,1000.0712420986695,1051.9898408358445,1419.591079652706,868.9992573374868,1098.1152513214654,611.1311749678196,655.9521895229138,705.9851600291638,622.5245636291693,700.7757526877486,705.0168929658126,717.1464873007919,516.802607792286,483.2686343063835,535.1872330435583,902.7884718604198,352.1966495452008,581.3126435291795,94.32856717553351
2009,896.2852269335724,930.1986663148605,1080.1836894029911,785.799295573112,1035.3634724614183,602.958359397905,679.979999960766,789.8642454258891,610.3466037272324,682.8217191422125,726.3662151393439,773.000630867999,502.8689754819638,393.4162514516086,427.32969083289674,577.3147139210273,282.93032009114825,532.4944969794544,100.08938391594127
2010,999.6494035264865,1165.0626198674397,1049.8943601970632,1034.9886899958715,1083.0211755289865,717.5417374542088,650.9323669301122,770.3245487953236,628.0819720847559,658.7250169476299,676.4487845291497,720.0934993701497,526.6998535456796,472.94954998080675,638.3627663217601,523.1945066513834,508.2888364501917,556.3213219833069,190.84188390852916
2011,1160.6420066458015,1331.8199064299868,1380.8851252731083,1115.107188532127,1362.9733728528577,824.6539495036708,603.2893097731891,600.0681949405121,598.6779441348964,641.5645322253297,677.4928012975384,668.1109649924756,846.1367645015372,314.5052421442643,485.68314192844946,534.7483607715712,268.97042403059,516.8366083513206,-21.482814997866356
2012,1052.3710112102922,1092.4905520554928,1283.0497229466605,915.5662456838312,1165.8428222202747,673.739998601085,643.7470353699832,640.3452687164081,606.0811521197621,745.0312038559896,738.6734335825689,756.4614483661892,683.828672255062,368.5423389552302,408.6618798004308,599.2210506915984,231.73757342876917,482.01414996521254,-10.088673653977128
2013,1083.5946604829799,1089.59840314674,1276.956940956503,917.3627120552469,1180.2380025259602,724.3747187542766,675.8376330957085,706.8783262789073,627.7325661137604,725.281297235834,712.6669796989418,744.5918503173793,552.511994866392,531.082665616588,537.0864082803481,724.4449460901111,364.85071718885484,627.7260076595683,171.8627238878846
2014,1047.76042550093,1093.0381882538406,1479.8024517244398,922.0517020717609,1151.110707268674,692.5531185174484,675.5121429852908,752.529325298333,622.4380297306744,695.812451488542,690.4346359856027,758.7885662829578,637.1996609385042,410.5607645624259,455.83852731533653,842.6027907859356,284.85204113325676,513.9110463301698,55.35345757894423
