water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,1543.2511436507211,1475.6573423687164,1448.092552215095,1476.8831156815058,1518.6673559607566,1343.6859072530256,875.5165993557474,889.6983333081686,747.7571287951398,921.5058977065421,855.4989318962237,842.132889042751,735.889653999045,807.3614896516762,739.7676883696715,712.2028982160502,740.9934616824607,782.7777019617115,607.7962532539805
2005,1284.8882354383268,1070.4645204978603,1160.800510072427,1127.441208397219,1138.090033868934,1044.6840670539555,841.3549212290123,907.569772092899,716.497819879511,907.5440274607238,811.2518875444629,787.7343203835677,498.5633661314603,786.3248693068664,571.9011543664,662.2371439409666,628.8778422657588,639.5266677374735,546.1207009224951
2006,1714.0261417833651,1543.301303893622,1799.6537370461506,1654.7387294133976,1669.4250237213942,1531.1229886837552,894.5704502697923,905.4712231285571,741.171915645852,969.1686585150609,848.554580959077,883.0501191192398,929.9554116665352,784.0707301168298,613.3458922270869,869.6983253796153,724.7833177468624,739.469612054859,601.16757701722
2007,1589.6324147911344,1354.6396458867823,1529.7404294045327,1439.2723605309998,1488.8174152318988,1336.2093145709428,877.3773903714942,899.7823964932203,719.8385387270027,963.090833952396,823.516019233319,840.5295917385013,801.8633090420893,787.769105749045,552.776336844693,727.8771203624435,637.4090514889106,686.9541061898096,534.3460055288534
2008,1592.1679146248746,1358.8104107285976,1546.387344461681,1439.331449257164,1458.583710896652,1261.9669804404432,823.6039856203794,801.5245601496789,672.7502491218373,893.2198187167043,804.0958842907398,838.7952867580125,834.139332687871,758.0285819370037,524.6710780407265,712.2480117738099,605.1921165692929,624.4443782087809,427.8276477525723
2009,1383.4990609535753,1172.191461063793,1173.756712813092,1150.2050567150438,1233.781456004818,1056.948762169744,863.999913028006,872.9269671075474,713.5322945342175,948.5202723252046,819.3214606022632,842.8435587374137,561.5166362109898,821.9824247425856,610.6748248528032,612.2400766021022,588.6884205040542,672.2648197938283,495.4321259587543
2010,1527.3522071841064,1395.8415631469204,1419.4520010338892,1434.1844965479715,1440.4506549821651,1343.0308148521433,789.22325395855,827.0113985392812,588.4835848067712,896.2530864940303,706.2433082927228,792.6623522910941,729.7397476843142,797.6124594997923,666.1018154626062,689.712253349575,704.4447488636573,710.7109072978508,613.291067167829
2011,1678.2362748232097,1501.5148281441143,1482.2695595450627,1616.1761616725707,1559.2756559604943,1419.8345331095886,795.7623297272754,731.9467718595874,660.7532647228959,922.4402118642114,753.2636749596758,805.5474067982952,981.815038804051,696.4212360191586,519.6997893400634,500.45452074101183,634.3611228685197,577.4606171564434,438.0194943055377
2012,1649.689521570681,1431.1746042484172,1418.0874265798248,1534.9500171830393,1507.9956877400314,1300.2955986488791,756.5349809366162,664.0605819679076,640.4407015816473,861.9699429189172,752.7988682198561,781.4729248341396,895.2075197071119,754.4820018635693,535.9670845413051,522.8799068727128,639.7424974759274,612.7881680329194,405.08807894176715
2013,1633.3738295764422,1439.3419769224292,1363.5910676320107,1551.0752289419654,1510.9686837871081,1324.718667457409,853.4832987735108,729.8311588462922,769.0979615449053,933.7246360879429,849.2922788724945,850.1169164617608,725.5868955289419,907.7869340475002,713.7550813934874,638.0041721030689,825.4883334130236,785.3817882581662,599.1317719284673
2014,1326.9844885436455,1230.5216718436454,1058.3052562641647,1274.2209620409046,1249.7637537296848,1109.288866343802,880.8105768861994,825.8923757642159,761.4983397639556,953.8388534345153,880.4635996788306,851.687150009485,681.5737494604165,645.410739083229,548.9479223832291,376.7315068037483,592.6472125804881,568.1900042692683,427.7151168833855
2015,1284.6568681963986,1241.8414717752282,1075.5839376373185,1247.6631727820663,1233.0653421499328,1167.4309027721727,910.2249058595319,834.1176040748168,809.2782461077142,976.1557208752191,932.0426055998367,850.9950704753286,607.0746999755411,677.5821682208575,634.7667717996873,468.50923766177743,640.5884728065251,625.9906421743916,560.3562027966316
2016,1549.1804540571686,1408.9957872688858,1251.683105008453,1532.0702442084348,1442.8565598546784,1372.9131520609621,895.7932984576304,763.9440568686664,780.4053382058853,973.3355713431565,912.2815860731826,884.9700907213602,795.6382828760838,753.5421711810848,613.3575043928018,456.0448221323689,736.431961332351,647.2182769785944,577.2748691848783
2017,1928.5105755685859,1647.1449743098003,1549.3414668613516,1781.6689800434424,1672.135814322642,1555.48576137351,862.8862586443363,796.5702943532698,764.6823974004386,945.5182049513583,861.269603424217,855.7652854128404,1017.2035755328353,911.3070000357505,629.941398776965,532.1378913285163,764.465404510607,654.9322387898068,538.2821858406746
2018,1229.3147849628333,1081.8731860240891,1063.541775870453,1084.7263168706602,1093.5985970560312,1018.8261836176907,883.7048333199906,810.575189154355,759.7242140154316,992.74086689471,884.2513849932242,849.9421917721817,547.4649719555761,681.8498130072574,534.408214068513,516.0768039148769,537.2613449150842,546.1336251004551,471.3612116621147
2019,1519.2297722584944,1428.9512747592553,1196.7840834907647,1405.2020626255683,1470.8012440102898,1314.9731681803346,857.3266430813695,735.3039411433099,763.3023787375752,941.0342561459643,848.4433162516322,847.1423134695308,660.2297902086236,858.9999820498708,768.7214845506317,536.5542932821412,744.9722724169447,810.5714538016664,654.743377971711
2020,1283.6459557641324,1078.6539209972855,907.527797042657,1052.483081590797,1126.3242670214293,964.1702019405767,866.1400164495222,840.4596608820171,710.3595940771329,924.1210440924406,875.5902917754806,842.0861221598818,469.3729258106771,814.2730299534554,609.2809951866084,438.15487123197994,583.1101557801198,656.951341210752,494.79727612989967
2021,1284.7838530688991,1080.3417843050258,854.6913834035412,1130.8535338682104,1108.2936953610424,991.443578472382,914.698622053168,847.9104847706878,774.9283025436002,970.5790698973451,932.0128809678971,916.4200826436459,535.2346097546516,749.5492433142476,545.1071745503742,319.45677364888957,595.6189241135589,573.0590856063908,456.2089687177304
2022,1569.8089260929444,1364.7290990524068,1002.7358472423717,1374.6018406229075,1407.6848443333706,1118.7422198097247,804.9059291222346,799.0624212895095,642.2759338132164,883.3886696000704,815.3488709819541,772.2901200866435,726.9447222746234,842.8642038183211,637.7843767777835,275.7911249677484,647.6571183482841,680.7401220587474,391.79749753510134
2023,1300.3177952045476,1136.4748969962648,888.7173678145123,1102.8523302293715,1168.522231687429,1021.3618949796133,870.126531145085,765.30984910564,746.4334685676171,942.0814852687027,885.2484921589279,874.1183397889438,504.98682209328547,795.3309731112619,631.4880749029793,383.7305457212268,597.8655081360861,663.5354095941435,516.3750728863278
