water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2004,1005.966619955852,1119.8035974267802,968.3279842988436,1033.4281855117563,1142.7842947574647,941.0037764817489,783.7205373686429,815.1967248881026,535.0890873791393,888.1854451832271,806.721881348437,756.224550019394,594.6663785779477,411.30024137790423,525.1372188488324,373.6616057208958,438.76180693380854,548.1179161795169,346.3373979038011
2005,1190.8872044558937,1194.4636559129979,1307.7967880265082,1114.8916600932166,1269.4012212277325,980.5499716043819,820.8960623905423,890.3634357217481,568.1504524289578,953.5593900386713,785.8481887862911,786.9051397895704,506.77655113195686,684.1106533239367,687.6871047810411,801.0202368945513,608.1151089612598,762.6246700957756,473.773420472425
2006,1611.474746473719,1693.6986872747611,1798.9199415551059,1495.8023399680148,1784.6896131682672,1350.7088238037381,767.0671924457274,806.4031519249968,512.7687995280852,876.2285732364195,787.1350529937074,720.0024290598693,1155.1315278150116,456.3432186587074,538.5671594597495,643.7884137400943,340.6708121530032,629.5580853532556,195.57729598872658
2007,803.9706658657669,831.1987231855443,888.8249336142818,772.6617145177787,867.3519999385242,759.2570412087555,822.2495216929349,879.4329730180973,635.0844195068664,912.4507148091138,853.5994028875853,714.8180550869874,289.298417302405,514.672248563362,541.9003058831393,599.5265163118768,483.3632972153738,578.0535826361192,469.9586239063505
2008,809.7416450807864,769.8253682055245,807.7844664623673,709.3516232818982,788.6915587463166,722.9494147473457,737.6861542756769,775.9478166169014,518.9249247700877,820.1660225131259,848.2518293992524,624.4173360583603,265.8176715100201,543.9239735707663,504.0076966955044,541.9667949523472,443.5339517718781,522.8738872362965,457.13174323732557
2009,917.4263474112099,933.7302297946784,850.6902853898848,843.6808130907098,972.9563223791383,790.9661910164594,787.173908267404,786.7921387270959,534.4366883080967,877.8615089168437,852.5172211761325,777.5642551440338,247.43716796714222,669.9891794440676,686.2930618275361,603.2531174227425,596.2436451235676,725.519154411996,543.5290230493172
2010,1094.7965325581229,1170.1734962569265,1050.6724320153412,1041.5213506548234,1157.4809126619846,1021.6172300308731,794.5266568754103,863.4482323358735,596.9815860649029,878.9959799018665,791.0929000277812,760.5671035964639,420.76390876389127,674.0326237942318,749.4095874930352,629.9085232514501,620.7574418909322,736.7170038980933,600.8533212669819
2011,1297.8162879794588,1372.232107338141,1463.341493060378,1229.2407602509795,1462.354237558752,1192.7988960832545,790.0303397733301,804.7749944585709,607.0134675277066,932.305228105206,777.6475834801219,727.6541876468193,676.3702237906907,621.4460641887682,695.8618835474502,786.9712692696871,552.8705364602887,785.9840137680613,516.4286722925636
2012,841.933383236805,829.1328508275293,846.4006636697858,794.2120077116468,870.2220639143766,767.8868522169352,798.2485980774057,738.3590597243772,556.9673932768391,927.6946530444002,899.8245283841345,782.9652929294934,262.2966512590887,579.6367319777162,566.8361995684405,584.1040124106971,531.9153564525581,607.9254126552879,505.59020095784643
2013,927.9246616920666,1002.617007281314,1141.5390321302361,912.9540858042299,1037.7918747772849,898.9716627723418,804.2637337278569,719.5530420587154,604.9957995274353,899.0623378156045,916.7273687043523,746.3560336234752,338.9429466481111,588.9817150439554,663.674060633203,802.596085482125,574.0111391561187,698.8489281291737,560.0287161242306
2014,602.6740204677468,732.6158248413013,765.283910501292,644.5490199256569,707.4652476313609,603.9653935267983,790.6535646241726,745.0007902835363,615.5263811752505,886.5061915819147,995.1286252059183,649.1886663669638,167.47690617274665,435.1971142950001,565.1389186685547,597.8070043285453,477.07211375291024,539.9883414586142,436.4884873540516
2015,780.4045216384187,918.6401646004291,995.8084572885784,867.252107105809,950.5688557928305,804.3117037562619,815.6522368863168,747.569113463355,632.1391935029127,913.2270026595811,930.2178625573302,718.9743688387964,291.6090233116832,488.79549832673547,627.0311412887459,704.1994339768952,575.6430837941258,658.9598324811473,512.7026804445787
2016,1168.6427544739256,1321.7677165073171,1411.2360657781703,1178.6379978712826,1351.8102527900526,1163.0693017636047,860.6161240331124,834.9696965800706,596.9995224618565,980.112833973159,875.8948210208167,814.4707473623337,608.1557266895331,560.4870277843925,713.611989817784,803.0803390886371,570.4822711817493,743.6545261005195,554.9135750740717
2017,1727.117896906552,1792.2336060198838,1999.887733326939,1625.1664798186084,1871.8649045514637,1429.2050291567905,786.8092956614988,826.7391457179713,530.7479347662028,844.3106572476495,865.4648028223268,670.010951870942,1074.979371079866,652.1385258266859,717.2542349400178,924.9083622470729,550.1871087387424,796.8855334715975,354.2256580769243
2018,829.230634329092,847.654845719072,944.6376409274063,792.5508082641769,885.7561579667142,655.3490977407871,848.103982123095,858.3265154883321,599.5156758088098,941.9589625602441,911.3893572903768,799.7484091189037,296.0832425681635,533.1473917609285,551.5716031509086,648.5543983592429,496.4675656960135,589.6729153985508,359.2658551726237
2019,1474.8307359444761,1557.6082354594203,1676.5317624561678,1428.1319241838112,1594.7985252731344,1181.2253118087563,796.3459241962058,793.9635599141425,549.1907375763673,872.9769405977383,861.4733735079342,763.7432605144619,775.2637367152417,699.5669992292344,782.3444987441785,901.2680257409262,652.8681874685695,819.5347885578926,405.96157509351445
2020,684.013829783107,793.8907460005375,886.400078177642,701.6977374726255,814.9437785655055,600.4408306008683,859.5309459581297,831.5435732430826,587.6548652118227,938.8574679953828,946.4740288986499,833.1262293312443,235.5797665580281,448.4340632250789,558.3109794425095,650.8203116196138,466.1179709145974,579.3640120074773,364.86106404284016
2021,517.1305267832744,589.9707530263707,655.0985882381684,483.0873210761006,606.7842071697373,461.5555077739968,813.8607748238462,787.0557523481718,515.428797344645,885.1349404110605,963.1587485473316,761.7372149986982,135.27811070345115,381.85241607982323,454.6926423229196,519.8204775347173,347.80921037264943,471.5060964662862,326.2773970705457
2022,837.3648310064567,904.0871939836526,917.4981335193921,720.1329291111974,948.4747956043942,679.2184175819932,784.0285080817267,718.4469968236156,547.6348511982283,893.7104617350695,908.0876032322534,708.6951390595043,253.58260123490453,583.7822297715521,650.5045927487481,663.9155322844877,466.5503278762929,694.8921943694896,425.6358163470887
2023,1318.9242470844067,1469.6679262871232,1520.6784727766512,1211.6090242659345,1500.0720932169804,1170.9153631414465,799.1907789191233,791.5265126355598,546.6964935408573,879.4616567225927,844.5275703553508,758.6254322940388,686.2794186640755,632.6448284203311,783.3885076230476,834.3990541125758,525.329605601859,813.7926745529049,484.63594447737114
